%  t       D
   0   0.000
  10   0.001
  20   0.000
  30   0.002
  40   0.002
  50   0.003
  60   0.003
  70   0.004
  80   0.004
  90   0.003
 100   0.004
 110  -0.001
 120  -0.005
 130  -0.003
 140  -0.002
 150  -0.006
 160  -0.004
 170   0.004
 180  -0.005
 190  -0.008
 200  -0.004
 210  -0.002
 220   0.011
 230   0.018
 240   0.019
 250   0.028
 260   0.014
 270   0.014
 280   0.003
 290  -0.028
 300  -0.007
 310  -0.003
 320   0.005
 330  -0.006
 340  -0.011
 350  -0.006
 360  -0.005
 370  -0.017
 380  -0.009
 390  -0.008
 400  -0.003
 410  -0.003
 420  -0.011
 430  -0.011
 440   0.000
 450   0.000
 460   0.001
 470  -0.004
 480  -0.003
 490  -0.004
 500  -0.008
 510  -0.006
 520  -0.010
 530  -0.012
 540  -0.010
 550  -0.012
 560  -0.013
 570  -0.014
 580  -0.011
 590  -0.009
 600  -0.009
 610  -0.008
 620  -0.007
 630  -0.002
 640  -0.001
 650  -0.002
 660  -0.002
 670  -0.004
 680  -0.002
 690  -0.001
 700  -0.003
 710  -0.002
 720  -0.001
 730   0.000
 740  -0.000
 750  -0.000
 760  -0.000
 770  -0.001
 780  -0.001
 790  -0.004
 800  -0.002
 810  -0.000
 820  -0.001
 830  -0.000
